codigo_produto,descricaoproduto,codigo_familia,preco_venda_unitario,custo_produto_unitario
3070318,Luxurious Video Games Olive #505,CCSM,180,75.43
3070319,Elegant Video Games Red #464,CCSM,180,75.43
3070320,Practical Video Games Gold #602,CCSM,180,75.43
3070321,Eco-Friendly Video Games Blue #601,CCSM,180,75.43
3070326,Beautiful Video Games Purple #91,CCSM,180,75.43
3070328,Stylish Video Games Orange #926,CCSM,180,75.43
3070500,Durable Video Games Purple #18,CCSM,200,83.81
3070501,Versatile Video Games Maroon #401,CCSM,200,83.81
3070502,Beautiful Video Games Brown #400,CCSM,200,83.81
3070504,Useful Video Games Purple #993,CCSM,200,83.81
3070505,Sophisticated Video Games Blue #19,CCSM,200,83.81
3070506,Fun Video Games Brown #30,CCSM,200,83.81
3070508,Sophisticated Video Games Navy #258,CCSM,200,83.81
3070510,Innovative Video Games Black #465,CCSM,200,83.81
3070511,Sustainable Video Games Navy #678,CCSM,200,83.81
3070512,Modern Video Games Cyan #722,CCSM,200,83.81
3070513,Eco-Friendly Video Games Cyan #849,CCSM,200,83.81
3070516,Durable Video Games Cyan #594,CCSM,200,83.81
3070517,Sophisticated Video Games Lime #865,CCSM,200,83.81
3070519,Beautiful Video Games Black #327,CCSM,200,83.81
3070520,Durable Video Games Yellow #306,CCSM,200,83.81
3070522,Comfortable Video Games Gray #130,CCSM,200,83.81
3070600,Delicious Office Supplies Brown #838,CCSF,180,75.44
3070601,Powerful Office Supplies Red #566,CCSF,180,75.43
3070603,Versatile Office Supplies Gold #902,CCSF,180,75.43
3070605,Long-Lasting Office Supplies Black #7,CCSF,180,75.43
3070606,High-Quality Office Supplies Green #576,CCSF,180,75.44
3070608,Modern Office Supplies Teal #735,CCSF,180,75.43
3070609,Stylish Office Supplies Olive #53,CCSF,180,75.43
3070610,Delicious Office Supplies Pink #760,CCSF,180,75.43
3070614,Powerful Office Supplies Teal #576,CCSF,180,75.44
3070617,Innovative Office Supplies Silver #896,CCSF,180,75.43
3070621,Powerful Office Supplies Lime #309,CCSF,180,75.43
3070626,Practical Office Supplies Blue #434,CCSF,180,75.43
3070627,Fun Office Supplies Orange #770,CCSF,180,75.43
3070630,Innovative Office Supplies Brown #588,CCSF,180,75.43
3070700,Useful Office Supplies Pink #427,CCSF,200,83.81
3070702,Beautiful Office Supplies Red #9,CCSF,200,83.81
3070703,Fun Office Supplies White #808,CCSF,200,83.81
3070705,Luxurious Office Supplies Black #546,CCSF,200,83.81
3070706,Long-Lasting Office Supplies Black #972,CCSF,200,83.81
3070708,Practical Office Supplies Purple #690,CCSF,200,83.81
3070709,Comfortable Office Supplies Black #314,CCSF,200,83.81
3070710,Luxurious Office Supplies Gray #141,CCSF,200,83.81
3070712,Innovative Office Supplies Gold #560,CCSF,200,83.81
3070720,Practical Office Supplies Navy #747,CCSF,200,83.81
3070721,Comfortable Office Supplies Maroon #750,CCSF,200,83.81
3070722,Beautiful Office Supplies Cyan #161,CCSF,200,83.81
3070723,Sophisticated Office Supplies Brown #964,CCSF,200,83.81
3070724,Innovative Office Supplies Green #583,CCSF,200,83.81
3070726,Beautiful Office Supplies Black #726,CCSF,200,83.81
3070727,Sophisticated Office Supplies Gray #954,CCSF,200,83.81
3070729,Sophisticated Office Supplies Yellow #509,CCSF,200,83.81
3070801,Practical Musical Accessories Cyan #139,MP  ,6479.4,3073.05
3071301,Beautiful Beauty Products Purple #8,CAMF,84.9,50.34
3071304,Long-Lasting Beauty Products Navy #316,CAMF,84.9,50.34
3071404,Powerful Beauty Products Yellow #173,CAMF,44.9,41.51
3071407,Versatile Beauty Products Black #286,CAMF,97.6,41.52
3071410,Long-Lasting Beauty Products Maroon #171,CAMF,97.6,41.51
3071412,Fun Beauty Products Olive #30,CAMF,97.6,41.51
3072200,Sustainable Books Lime #224,03  ,200.5,97
3072400,Practical Beverages Orange #722,ELE ,201,89.9
3072700,High-Quality Movies Teal #686,HBE ,18.5,7.85
3072900,High-Quality Laundry Appliances Navy #922,31  ,227,119
3073200,Practical Earrings White #838,60  ,1.25,0.52
3073600,Delicious Sports Equipment White #565,3333,10863,5053.44
3073603,Eco-Friendly Sports Equipment Magenta #674,3333,10863,5029.04
3076402,Delicious Pet Food White #698,67  ,14.43,7.49
3076701,Beautiful Vehicle Accessories Navy #716,FR  ,61.6,36.6
3077401,Practical Security Orange #117,CSA ,144.7,82.64
3077402,Delicious Security Maroon #526,CSA ,144.7,82.64
3079000,Innovative Sound Equipment Cyan #377,DFM ,41.3,22.09
3079001,Modern Sound Equipment Yellow #922,DFM ,82.1,43.93
3080300,Luxurious Tires and Wheels Lime #642,DAL ,13.95,6.08
3080400,Delicious Tires and Wheels Cyan #146,DAL ,12.65,5.52
3080600,Sophisticated Electronics Magenta #997,0333,18578,12467.87
3082300,Luxurious Jewelry Olive #240,AL  ,146.3,72.86
3082600,Useful Flooring Maroon #706,CSF ,492.1,209.45
3082601,Beautiful Flooring Navy #443,CSF ,492.1,209.45
3082602,Elegant Flooring Purple #648,CSF ,492.1,209.45
3082700,Modern Flooring Navy #550,CSF ,399.9,167.62
3082702,Luxurious Flooring Navy #162,CSF ,399.9,167.62
3082703,Fun Flooring Purple #678,CSF ,399.9,167.62
3082705,Powerful Flooring Silver #44,CSF ,399.9,167.62
3082707,Sustainable Flooring Magenta #552,CSF ,399.9,167.62
3082708,Sustainable Flooring Purple #403,CSF ,399.9,167.62
3082710,Comfortable Flooring Purple #974,CSF ,399.9,167.62
3082712,Elegant Flooring Olive #950,CSF ,399.9,167.62
3082715,Fun Flooring Yellow #402,CSF ,399.9,167.62
3082717,Elegant Flooring Gold #417,CSF ,399.9,167.62
3082719,Powerful Flooring Blue #460,CSF ,399.9,167.62
3082720,Fun Flooring Yellow #696,CSF ,399.9,167.62
3082724,Comfortable Flooring Lime #389,CSF ,399.9,167.62
3082725,Long-Lasting Flooring Blue #609,CSF ,399.9,167.62
3082800,Beautiful Home Decor Blue #62,CSFC,354.9,167.62
3082801,Versatile Home Decor Magenta #923,CSFC,354.9,167.62
3082802,Long-Lasting Home Decor Orange #474,CSFC,354.9,167.62
3082803,Beautiful Home Decor Olive #250,CSFC,354.9,167.62
3082806,Durable Home Decor Brown #258,CSFC,354.9,167.62
3082810,Luxurious Flooring Lime #550,CSF ,499.9,209.53
3082816,Versatile Home Decor Gray #655,CSFC,354.9,167.62
3082817,High-Quality Home Decor Green #35,CSFC,354.9,167.62
3083401,Versatile Musical Instruments Gray #374,CS  ,499.9,209.53
3083402,Fun Musical Instruments Black #953,CS  ,499.9,209.53
3083403,Long-Lasting Musical Instruments Red #528,CS  ,499.9,209.53
3083405,Delicious Musical Instruments Yellow #31,CS  ,499.9,209.53
3083414,Long-Lasting Musical Instruments Maroon #167,CS  ,499.9,209.53
3083415,Sophisticated Musical Instruments Blue #944,CS  ,499.9,209.53
3083417,Long-Lasting Musical Instruments Purple #782,CS  ,499.9,209.53
3083418,Useful Musical Instruments Red #748,CS  ,499.9,209.53
3083421,Delicious Musical Instruments Gray #986,CS  ,499.9,209.53
3083422,Powerful Musical Instruments Yellow #742,CS  ,499.9,209.53
3083501,Practical Musical Instruments Maroon #465,CS  ,299.9,167.62
3083503,Sophisticated Musical Instruments Olive #246,CS  ,299.9,167.62
3083504,Long-Lasting Musical Instruments Yellow #146,CS  ,299.9,167.62
3083507,High-Quality Musical Instruments Green #838,CS  ,399.9,167.62
3083512,Innovative Musical Instruments Teal #350,CS  ,399.9,167.62
3083513,Practical Musical Instruments Silver #649,CS  ,399.9,167.62
3083514,Useful Musical Instruments Maroon #463,CS  ,399.9,167.62
3083516,Luxurious Musical Instruments Navy #405,CS  ,399.9,167.62
3083517,Comfortable Musical Instruments Orange #230,CS  ,399.9,167.62
3083519,Useful Musical Instruments Silver #569,CS  ,399.9,167.62
3083521,Sophisticated Musical Instruments Magenta #305,CS  ,399.9,167.62
3083522,Useful Musical Instruments Maroon #894,CS  ,399.9,167.62
3083523,Elegant Musical Instruments Maroon #358,CS  ,399.9,167.62
3083529,Fun Musical Instruments Purple #929,CS  ,399.9,167.62
3083533,Luxurious Musical Instruments Cyan #312,CS  ,399.9,167.62
3083534,Beautiful Musical Instruments Silver #754,CS  ,399.9,167.62
3083603,Stylish Musical Instruments Magenta #242,CS  ,449.9,188.58
3083604,Modern Musical Instruments Olive #252,CS  ,449.9,188.58
3083608,Innovative Musical Instruments Blue #935,CS  ,399.9,188.58
3083609,Sophisticated Musical Instruments Olive #50,CS  ,399.9,188.58
3083610,Delicious Musical Instruments Yellow #860,CS  ,399.9,188.58
3083611,Beautiful Musical Instruments Black #613,CS  ,399.9,188.58
3083613,Sophisticated Musical Instruments White #548,CS  ,399.9,188.58
3083801,Comfortable Musical Instruments Red #104,CS  ,339.9,167.62
3083804,Durable Musical Instruments Magenta #120,CS  ,339.9,167.62
3083808,Long-Lasting Musical Instruments Black #747,CS  ,339.9,167.62
3083810,Long-Lasting Musical Instruments Maroon #103,CS  ,339.9,167.62
3083812,Luxurious Musical Instruments Green #126,CS  ,339.9,167.62
3083816,Practical Musical Instruments Lime #367,CS  ,339.9,167.62
3083817,Modern Musical Instruments Gray #166,CS  ,339.9,167.62
3083819,Powerful Musical Instruments Yellow #625,CS  ,339.9,167.62
3083821,Luxurious Musical Instruments Maroon #577,CS  ,339.9,167.62
3083906,Eco-Friendly Flooring Brown #586,CSF ,615.2,261.82
3083907,Innovative Flooring Magenta #496,CSF ,615.2,261.82
3083909,Durable Flooring Magenta #86,CSF ,615.2,261.82
3083910,Comfortable Flooring White #467,CSF ,615.2,261.82
3083911,Beautiful Flooring Cyan #450,CSF ,615.2,261.82
3084001,Practical Flooring Olive #254,CSF ,459.9,218.19
3084004,Durable Flooring White #276,CSF ,459.9,218.19
3084006,Long-Lasting Flooring Purple #746,CSF ,512.7,218.19
3084008,Elegant Flooring Silver #90,CSF ,512.7,218.19
3084009,Elegant Flooring Yellow #529,CSF ,512.7,218.19
3084010,Sustainable Flooring Blue #341,CSF ,512.7,218.19
3084012,Durable Flooring Blue #610,CSF ,512.7,218.19
3084013,Comfortable Flooring Orange #119,CSF ,512.7,218.19
3084014,Comfortable Flooring Olive #850,CSF ,512.7,218.19
3084015,Powerful Flooring Magenta #554,CSF ,512.7,218.19
3084017,Long-Lasting Flooring Cyan #454,CSF ,512.7,218.19
3084019,Useful Flooring Silver #82,CSF ,512.7,218.19
3084022,Fun Flooring Yellow #407,CSF ,512.7,218.19
3084103,Modern Flooring Pink #162,CSF ,499.5,218.19
3084104,Powerful Flooring Maroon #703,CSF ,499.5,218.19
3084105,Sustainable Flooring Brown #192,CSF ,499.5,218.19
3084106,Eco-Friendly Flooring Yellow #978,CSF ,499.5,218.19
3084107,Durable Flooring Gold #849,CSF ,499.5,218.19
3084110,Luxurious Flooring Red #382,CSF ,499.5,218.19
3084112,Stylish Flooring Olive #807,CSF ,499.5,168
3084114,Luxurious Flooring Red #986,CSF ,499.5,168
3084115,Useful Flooring Maroon #321,CSF ,499.5,168
3084116,Durable Flooring Silver #324,CSF ,499.5,168
3084119,Modern Flooring Red #12,CSF ,499.5,218.19
3084122,Fun Flooring Teal #968,CSF ,499.5,218.19
3084123,Long-Lasting Flooring Green #735,CSF ,499.5,218.19
3084131,Useful Flooring Green #973,CSF ,499.5,218.19
3084132,Eco-Friendly Flooring Brown #124,CSF ,499.5,218.19
3084133,Elegant Flooring Silver #54,CSF ,499.5,218.19
3084135,Useful Flooring Gold #724,CSF ,499.5,218.19
3084202,Innovative Flooring Silver #448,CSF ,563.9,240
3084203,Innovative Flooring Gray #756,CSF ,563.9,240
3084206,Sophisticated Flooring Teal #686,CSF ,563.9,240
3084207,High-Quality Flooring Green #545,CSF ,499.9,240
3084208,Sophisticated Flooring Gold #453,CSF ,499.9,240
3084209,Innovative Flooring Pink #987,CSF ,499.9,240
3084210,Powerful Flooring Teal #855,CSF ,499.9,240
3084218,Practical Flooring Gold #63,CSF ,499.9,240
3084221,Innovative Flooring Lime #570,CSF ,499.9,240
3084222,Comfortable Flooring White #482,CSF ,499.9,240
3084223,Comfortable Flooring Orange #595,CSF ,499.9,240
3084224,Powerful Flooring Teal #208,CSF ,499.9,240
3084301,Useful Musical Instruments Red #81,CS  ,615.2,261.82
3084304,High-Quality Musical Instruments Teal #719,CS  ,615.2,261.82
3084307,Modern Musical Instruments Green #109,CS  ,491.9,261.82
3084308,Sophisticated Musical Instruments Black #219,CS  ,491.9,261.82
3084310,Versatile Musical Instruments Magenta #760,CS  ,491.9,261.82
3084311,Long-Lasting Musical Instruments Lime #241,CS  ,491.9,261.82
3084312,High-Quality Musical Instruments Magenta #569,CS  ,491.9,261.82
3084325,Modern Musical Instruments Maroon #906,CS  ,491.9,261.82
3084408,Stylish Musical Instruments Gold #213,CS  ,439.9,240
3084410,Practical Musical Instruments Green #908,CS  ,439.9,187.2
3084413,Long-Lasting Musical Instruments Teal #326,CS  ,439.9,187.2
3086000,Stylish Sound Equipment Blue #115,DFM ,4.9,4.1
3086100,Long-Lasting Ebooks Purple #422,CRS ,1393,819.15
3086102,Practical Ebooks Magenta #728,CRS ,1393,819.15
3086103,Sophisticated Ebooks White #584,CRS ,1393,757.42
3086700,Long-Lasting Consoles Silver #694,CTR ,3.7,1.58
3087301,Durable Beauty Products Purple #870,CAMF,54.9,48.7
3087302,Powerful Beauty Products Olive #742,CAMF,54.9,48.7
3087303,Modern Beauty Products Pink #787,CAMF,54.9,48.7
3087307,Innovative Beauty Products Olive #274,CAMF,69.9,48.7
3087309,Beautiful Beauty Products Gold #363,CAMF,69.9,48.7
3087311,Durable Beauty Products Silver #195,CAMF,69.9,48.7
3087401,Fun Beauty Products Yellow #987,CAMF,114.5,48.7
3087600,Powerful Vehicle Accessories Teal #720,FR  ,117.6,60.96
3088000,Useful Software Yellow #4,CL  ,68.8,31.68
3088200,Powerful Home Appliances Olive #366,CC  ,34.6,15.08
3088600,Elegant Pet Food Olive #73,67  ,0.34,0.14
3088601,Durable Pet Food Silver #226,67  ,0.44,0.17
3088604,Beautiful Pet Food Gray #394,67  ,0.73,0.29
3090401,Long-Lasting Outdoor Gear Gray #302,CCOF,174.9,99.9
3090406,Fun Outdoor Gear Brown #948,CCOF,174.9,99.9
3090410,Useful Outdoor Gear Green #990,CCOF,174.9,99.9
3091003,Eco-Friendly Beauty Products Gray #578,CAMF,64.9,51.22
3093000,Sophisticated Productivity Gray #757,ALD ,902.3,492.64
3093105,Versatile Outdoor Gear Green #658,CCOF,149.9,89.9
3093109,Durable Outdoor Gear Green #413,CCOF,149.9,89.9
3093110,Innovative Outdoor Gear Black #327,CCOF,149.9,89.9
3095300,Stylish Earrings Blue #242,60  ,2.6,1.41
3095500,Luxurious Video Games Navy #399,42  ,3806.5,1914.75
3095901,Eco-Friendly Clothing White #700,CSMC,599.9,349.1
3095903,Versatile Clothing Lime #470,CSMC,599.9,268.8
3095905,Modern Clothing Green #453,CSMC,599.9,349.09
3095906,Useful Clothing Gray #741,CSMC,599.9,268.8
3095909,Innovative Clothing Pink #938,CSMC,599.9,268.8
3095912,Modern Clothing Gold #218,CSMC,599.9,268.8
3095914,High-Quality Clothing Green #226,CSMC,599.9,268.8
3095915,Sustainable Clothing Olive #713,CSMC,599.9,268.8
3095916,Fun Clothing Maroon #34,CSMC,599.9,268.8
3095917,Fun Clothing Gray #333,CSMC,599.9,349.1
3095918,Durable Clothing Gray #444,CSMC,599.9,349.1
3095919,Versatile Clothing Teal #33,CSMC,599.9,349.1
3095924,Versatile Clothing Yellow #786,CSMC,599.9,349.09
3095925,High-Quality Clothing Gray #141,CSMC,599.9,349.09
3095934,Useful Clothing Navy #199,CSMC,599.9,268.8
3097200,Powerful Grocery Items Green #44,CBP ,212.3,100.67
3097300,Beautiful Grocery Items Cyan #805,CBP ,99.7,47.26
3097700,Long-Lasting Home Appliances Purple #348,CC  ,27.1,13.2
3099500,Comfortable Jewelry Teal #572,AL  ,298,129.75
3100700,Luxurious Bracelets Pink #67,27  ,316,133.54
3100701,Powerful Bracelets Brown #349,27  ,316,141.56
3100702,Luxurious Bracelets Olive #986,27  ,316,141.56
3100802,Delicious Bracelets Orange #62,27  ,325,145.39
3100901,Fun Bracelets White #394,27  ,398,178.56
3101400,Sophisticated Automotive Repair Gray #123,BB  ,284,130.93
3102500,Durable Hobbies White #843,1   ,66,25.3
3103300,Versatile Home Appliances Olive #882,26  ,226,103.87
3103600,Powerful Jewelry Green #143,69  ,0.3,0.17
3103601,Innovative Jewelry White #247,69  ,0.2,0.11
3103800,Luxurious Pet Food Lime #726,67  ,1.22,0.48
3103802,Innovative Pet Food Maroon #576,67  ,2.38,0.93
3104100,Powerful Beauty Products Purple #657,CAMF,107.9,45.92
3104101,Innovative Beauty Products Red #333,CAMF,107.9,45.91
3104102,Powerful Beauty Products Maroon #344,CAMF,107.9,45.91
3104109,Comfortable Beauty Products Orange #837,CAMF,107.9,45.91
3104110,Versatile Beauty Products Gold #547,CAMF,107.9,45.91
3104112,Practical Beauty Products Yellow #933,CAMF,107.9,45.92
3104301,Innovative Beauty Products Red #607,CAMF,89.9,59.88
3104302,Durable Beauty Products Purple #615,CAMF,89.9,59.88
3104303,Powerful Beauty Products Red #519,CAMF,89.9,59.88
3104305,Stylish Beauty Products Navy #31,CAMF,89.9,59.88
3104307,Long-Lasting Beauty Products White #851,CAMF,89.9,59.88
3104308,Luxurious Beauty Products Blue #508,CAMF,89.9,59.88
3104311,Powerful Beauty Products Cyan #863,CAMF,89.9,59.88
3104312,Stylish Beauty Products Brown #283,CAMF,89.9,59.88
3104401,Powerful Beauty Products White #324,CAMF,94.9,52.37
3104402,Innovative Beauty Products Silver #535,CAMF,94.9,52.37
3104403,Modern Beauty Products Blue #958,CAMF,94.9,52.37
3104500,Delicious Beauty Products Yellow #288,CAMF,131.3,55.88
3104502,Fun Beauty Products Gold #106,CAMF,131.3,55.88
3104505,Versatile Beauty Products Orange #311,CAMF,131.3,55.88
3104602,Elegant Beauty Products Teal #244,CAMF,123.1,52.37
3104603,Useful Beauty Products Magenta #562,CAMF,123.1,52.37
3104604,Versatile Beauty Products Gray #295,CAMF,123.1,52.37
3104606,Practical Beauty Products Yellow #25,CAMF,123.1,52.37
3104609,Versatile Beauty Products Pink #739,CAMF,123.1,52.37
3105301,Stylish Collectibles Teal #922,SCF ,129.3,59.59
3105303,Modern Collectibles Orange #733,SCF ,129.3,71.59
3105304,Useful Collectibles Cyan #1,SCF ,129.3,59.59
3105800,Modern Vehicle Accessories Magenta #997,FR  ,56.4,33.55
3105801,Long-Lasting Vehicle Accessories Silver #67,FR  ,56.4,33.55
3106200,Fun Laundry Appliances White #345,31  ,161,90.74
3107803,Innovative Sports Equipment Lime #313,3333,6978.49,5192.44
3107900,Eco-Friendly Streaming Services Blue #403,MCT ,317,135.34
3107901,Durable Streaming Services Brown #517,MCT ,317,135.34
3107903,Delicious Streaming Services Maroon #525,MCT ,317,142.17
3108000,Useful Collectibles Gold #591,SCF ,112.7,51.93
3108003,Luxurious Collectibles Silver #275,SCF ,112.7,51.93
3108005,Delicious Collectibles Magenta #509,SCF ,112.7,51.93
3108006,Stylish Collectibles Pink #491,SCF ,112.7,51.93
3108300,High-Quality Sports Equipment Cyan #112,3333,17588,10945.92
3108602,Elegant Flooring Olive #696,CSF ,449.9,188.58
3108603,Luxurious Flooring Orange #397,CSF ,449.9,188.58
3108604,Elegant Flooring Orange #637,CSF ,449.9,188.58
3108608,Powerful Flooring White #568,CSF ,449.9,188.58
3108611,Fun Flooring Lime #578,CSF ,449.9,188.58
3108613,Fun Flooring Teal #794,CSF ,449.9,188.58
3108615,Eco-Friendly Flooring Olive #54,CSF ,449.9,188.58
3108617,Delicious Flooring Magenta #1000,CSF ,449.9,188.58
3108703,Elegant Construction Equipment Brown #232,SFS ,280,117.34
3108708,Delicious Construction Equipment White #287,SFS ,280,117.34
3108709,Practical Construction Equipment Green #207,SFS ,280,117.34
3108710,High-Quality Construction Equipment Lime #662,SFS ,280,117.34
3108712,Luxurious Construction Equipment Teal #624,SFS ,280,117.34
3108713,Practical Construction Equipment Yellow #882,SFS ,280,117.34
3108716,Versatile Construction Equipment Red #587,SFS ,280,117.34
3108717,Innovative Construction Equipment Navy #784,SFS ,280,117.34
3108803,Stylish Musical Instruments Magenta #415,CS  ,499.9,209.53
3108804,Sophisticated Musical Instruments Blue #80,CS  ,499.9,209.53
3108805,Comfortable Musical Instruments Green #692,CS  ,499.9,209.53
3108806,Durable Musical Instruments Yellow #375,CS  ,499.9,209.53
3108807,Sophisticated Musical Instruments Brown #70,CS  ,499.9,209.53
3108808,Elegant Musical Instruments Navy #590,CS  ,499.9,209.53
3108809,Stylish Musical Instruments Red #399,CS  ,499.9,209.53
3108811,Fun Musical Instruments Brown #390,CS  ,499.9,209.53
3108816,Versatile Musical Instruments Teal #658,CS  ,499.9,209.53
3108817,Elegant Musical Instruments Black #579,CS  ,499.9,209.53
3108818,Versatile Musical Instruments Yellow #361,CS  ,499.9,209.53
